"time,DegOfDev"
"1417.671,6.5"
"1417.69,6.44"
"1417.71,6.51"
"1417.731,6.42"
"1417.75,6.35"
"1417.771,6.25"
"1417.791,6.24"
"1417.811,6.25"
"1417.83,6.2"
"1417.85,6.24"
"1417.871,6.24"
"1417.89,6.24"
"1417.91,6.24"
"1417.931,6.23"
"1417.95,6.24"
"1417.971,6.14"
"1417.991,6.1"
"1418.01,6.15"
"1418.03,6.13"
"1418.05,6.07"
"1418.07,6.07"
"1418.09,5.95"
"1418.11,5.94"
"1418.131,5.91"
"1418.15,5.91"
"1418.17,5.92"
"1418.19,6"
"1418.21,5.96"
"1418.23,5.93"
"1418.25,6.05"
"1418.27,6.07"
"1418.29,6.1"
"1418.31,6.12"
"1418.331,6.1"
"1418.35,6.12"
"1418.37,6.15"
"1418.39,6.06"
"1418.41,6.01"
"1418.43,5.93"
"1418.45,5.91"
"1418.47,5.91"
"1418.49,5.91"
"1418.51,5.91"
"1418.531,5.87"
"1418.55,5.76"
"1418.57,5.61"
"1418.59,5.57"
"1418.61,5.47"
"1418.63,5.51"
"1418.65,5.46"
"1418.67,5.42"
"1418.69,5.35"
"1418.71,5.25"
"1418.731,5.22"
"1418.75,5.23"
"1418.77,5.13"
"1418.79,5.06"
"1418.81,5.12"
"1418.83,5.17"
"1418.85,5.08"
"1418.87,5.1"
"1418.89,5.1"
"1418.91,5.07"
"1418.931,5.06"
"1418.95,5.09"
"1418.97,5.08"
"1418.99,5"
"1419.01,5.06"
"1419.031,5.06"
"1419.05,5.06"
"1419.07,5.06"
"1419.09,5.11"
"1419.11,5.12"
"1419.131,5.12"
"1419.15,5.22"
"1419.17,5.1"
"1419.19,5.1"
"1419.21,5.12"
"1419.23,5.09"
"1419.25,5.06"
"1419.27,5.14"
"1419.29,5.16"
"1419.31,5.23"
"1419.33,5.23"
"1419.35,5.23"
"1419.37,5.23"
"1419.39,5.22"
"1419.41,5.24"
"1419.43,5.18"
"1419.45,5.08"
"1419.47,5.18"
"1419.49,5.23"
"1419.51,5.23"
"1419.53,5.26"
"1419.55,5.22"
"1419.57,5.1"
"1419.59,5.05"
"1419.61,5.06"
"1419.63,4.98"
"1419.65,4.91"
"1419.67,4.89"
"1419.69,4.96"
"1419.71,4.9"
"1419.73,4.94"
"1419.75,4.91"
"1419.77,4.89"
"1419.79,4.75"
"1419.81,4.83"
"1419.83,4.82"
"1419.85,4.76"
"1419.87,4.74"
"1419.89,4.68"
"1419.91,4.57"
"1419.93,4.58"
"1419.95,4.55"
"1419.97,4.55"
"1419.99,4.65"
"1420.01,4.72"
"1420.03,4.72"
"1420.05,4.82"
"1420.07,4.87"
"1420.09,4.82"
"1420.11,4.84"
"1420.13,4.88"
"1420.15,4.98"
"1420.17,4.96"
"1420.19,5.05"
"1420.21,5.06"
"1420.23,5.1"
"1420.25,5.07"
"1420.27,5.1"
"1420.29,5.08"
"1420.31,5.06"
"1420.33,5.06"
"1420.35,5.06"
"1420.37,5.06"
"1420.39,5.04"
"1420.41,4.94"
"1420.43,4.89"
"1420.45,4.87"
"1420.47,4.74"
"1420.49,4.86"
"1420.51,4.89"
"1420.53,4.96"
"1420.55,5.01"
"1420.57,5.02"
"1420.59,5.01"
"1420.61,4.98"
"1420.63,5.04"
"1420.65,5.09"
"1420.67,5.19"
"1420.69,5.24"
"1420.71,5.23"
"1420.73,5.3"
"1420.75,5.34"
"1420.77,5.3"
"1420.79,5.24"
"1420.81,5.11"
"1420.83,5.19"
"1420.85,5.34"
"1420.87,5.47"
"1420.89,5.51"
"1420.91,5.46"
"1420.93,5.42"
"1420.95,5.35"
"1420.97,5.13"
"1420.99,5.16"
"1421.01,5.33"
"1421.03,5.33"
"1421.05,5.28"
"1421.07,5.28"
"1421.09,5.31"
"1421.11,5.37"
"1421.13,5.43"
"1421.15,5.41"
"1421.17,5.48"
"1421.19,5.41"
"1421.21,5.45"
"1421.23,5.56"
"1421.25,5.57"
"1421.27,5.46"
"1421.29,5.4"
"1421.31,5.35"
"1421.33,5.23"
"1421.35,5.09"
"1421.37,5.17"
"1421.39,5.43"
"1421.41,5.61"
"1421.43,5.58"
"1421.45,5.48"
"1421.47,5.4"
"1421.49,5.37"
"1421.51,5.27"
"1421.53,5.24"
"1421.55,5.23"
"1421.57,5.35"
"1421.59,5.38"
"1421.61,5.4"
"1421.63,5.4"
"1421.65,5.5"
"1421.67,5.57"
"1421.69,5.57"
"1421.71,5.57"
"1421.73,5.57"
"1421.75,5.49"
"1421.77,5.47"
"1421.79,5.56"
"1421.81,5.57"
"1421.83,5.52"
"1421.85,5.57"
"1421.87,5.48"
"1421.89,5.44"
"1421.91,5.51"
"1421.93,5.52"
"1421.95,5.56"
"1421.97,5.59"
"1421.99,5.59"
"1422.01,5.52"
"1422.03,5.38"
"1422.05,5.42"
"1422.07,5.38"
"1422.09,5.36"
"1422.11,5.3"
"1422.13,5.27"
"1422.15,5.37"
"1422.17,5.4"
"1422.19,5.4"
"1422.21,5.35"
"1422.23,5.37"
"1422.25,5.26"
"1422.27,5.24"
"1422.29,5.13"
"1422.31,5.13"
"1422.33,5.06"
"1422.35,5.1"
"1422.37,5.2"
"1422.39,5.18"
"1422.41,5.14"
"1422.43,5.2"
"1422.45,5.23"
"1422.47,5.16"
"1422.49,5.13"
"1422.51,5.08"
"1422.53,5.06"
"1422.55,4.95"
"1422.57,4.9"
"1422.59,5.04"
"1422.61,5.06"
"1422.63,4.95"
"1422.65,4.89"
"1422.67,4.91"
"1422.69,4.87"
"1422.71,4.84"
"1422.73,4.79"
"1422.75,4.76"
"1422.77,4.75"
"1422.79,4.85"
"1422.81,5"
"1422.83,5.06"
"1422.85,4.93"
"1422.87,4.89"
"1422.89,4.85"
"1422.91,4.74"
"1422.93,4.74"
"1422.95,4.7"
"1422.97,4.72"
"1422.99,4.62"
"1423.01,4.65"
"1423.03,4.62"
"1423.05,4.61"
"1423.07,4.55"
"1423.09,4.47"
"1423.11,4.26"
"1423.13,4.22"
"1423.15,4.22"
"1423.17,4.09"
"1423.19,3.99"
"1423.21,3.94"
"1423.23,3.88"
"1423.25,3.88"
"1423.27,3.88"
"1423.29,3.89"
"1423.31,3.82"
"1423.33,3.69"
"1423.35,3.47"
"1423.37,3.29"
"1423.39,3.11"
"1423.41,2.94"
"1423.43,2.74"
"1423.45,2.5"
"1423.47,2.32"
"1423.49,2.19"
"1423.51,2.04"
"1423.53,1.9"
"1423.55,1.92"
"1423.57,1.93"
"1423.59,1.84"
"1423.61,1.68"
"1423.629,1.54"
"1423.65,1.34"
"1423.67,1.19"
"1423.69,1.03"
"1423.71,0.94"
"1423.73,0.8"
"1423.75,0.72"
"1423.77,0.67"
"1423.79,0.65"
"1423.81,0.6"
"1423.83,0.51"
"1423.85,0.5"
"1423.87,0.42"
"1423.89,0.29"
"1423.91,0.19"
"1423.93,0.16"
"1423.95,0.1"
"1423.97,0.01"
"1423.99,0.01"
"1424.01,0.04"
"1424.03,0.3"
"1424.05,0.4"
"1424.07,0.47"
"1424.09,0.57"
"1424.11,0.51"
"1424.13,0.53"
"1424.15,0.58"
"1424.17,0.66"
"1424.19,0.67"
"1424.209,0.71"
"1424.23,0.78"
"1424.25,0.7"
"1424.27,0.67"
"1424.29,0.67"
"1424.31,0.59"
"1424.33,0.67"
"1424.35,0.67"
"1424.37,0.6"
"1424.389,0.57"
"1424.41,0.61"
"1424.429,0.42"
"1424.449,0.36"
"1424.47,0.47"
"1424.49,0.49"
"1424.509,0.52"
"1424.53,0.64"
"1424.55,0.67"
"1424.57,0.67"
"1424.59,0.67"
"1424.61,0.67"
"1424.629,0.63"
"1424.65,0.56"
"1424.67,0.59"
"1424.69,0.65"
"1424.71,0.73"
"1424.73,0.83"
"1424.75,0.87"
"1424.77,0.9"
"1424.79,0.95"
"1424.81,0.99"
"1424.83,1.01"
"1424.85,1.05"
"1424.87,1.11"
"1424.89,1.17"
"1424.91,1.17"
"1424.93,1.17"
"1424.95,1.16"
"1424.97,1.04"
"1424.99,1.03"
"1425.01,1.14"
"1425.03,1.17"
"1425.05,1.17"
"1425.07,1.21"
"1425.09,1.21"
"1425.11,1.2"
"1425.13,1.28"
"1425.15,1.2"
"1425.17,1.3"
"1425.19,1.36"
"1425.21,1.4"
"1425.23,1.22"
"1425.25,1.11"
"1425.27,1.02"
"1425.29,1.01"
"1425.31,1.01"
"1425.33,1.04"
"1425.35,1.13"
"1425.37,1.17"
"1425.39,1.15"
"1425.41,1.17"
"1425.43,1.17"
"1425.45,1.17"
"1425.47,1.19"
"1425.49,1.28"
"1425.51,1.32"
"1425.53,1.37"
"1425.55,1.38"
"1425.57,1.28"
"1425.589,1.34"
"1425.609,1.41"
"1425.63,1.5"
"1425.65,1.6"
"1425.67,1.74"
"1425.689,1.74"
"1425.709,1.75"
"1425.73,1.73"
"1425.749,1.84"
"1425.77,1.85"
"1425.79,1.9"
"1425.809,1.81"
"1425.829,1.63"
"1425.849,1.51"
"1425.87,1.39"
"1425.889,1.28"
"1425.909,1.13"
"1425.93,1.02"
"1425.95,1.01"
"1425.97,0.99"
"1425.989,1.01"
"1426.009,0.98"
"1426.029,1.16"
"1426.049,1.32"
"1426.07,1.34"
"1426.089,1.34"
"1426.109,1.34"
"1426.13,1.27"
"1426.149,1.18"
"1426.17,1.28"
"1426.189,1.34"
"1426.209,1.32"
"1426.229,1.2"
"1426.249,1.09"
"1426.27,0.96"
"1426.289,0.85"
"1426.309,0.81"
"1426.33,0.86"
"1426.349,0.99"
"1426.37,1.16"
"1426.389,1.21"
"1426.409,1.3"
"1426.429,1.34"
"1426.449,1.36"
"1426.47,1.39"
"1426.489,1.48"
"1426.51,1.47"
"1426.53,1.36"
"1426.55,1.31"
"1426.57,1.21"
"1426.589,1.33"
"1426.61,1.32"
"1426.629,1.34"
"1426.649,1.27"
"1426.67,1.22"
"1426.689,1.12"
"1426.709,1.1"
"1426.73,1.22"
"1426.749,1.3"
"1426.77,1.29"
"1426.789,1.33"
"1426.81,1.34"
"1426.829,1.34"
"1426.849,1.26"
"1426.87,1.14"
"1426.889,1.17"
"1426.909,1.26"
"1426.93,1.34"
"1426.949,1.34"
"1426.97,1.34"
"1426.989,1.34"
"1427.009,1.34"
"1427.029,1.38"
"1427.049,1.35"
"1427.069,1.34"
"1427.089,1.34"
"1427.109,1.19"
"1427.13,1.21"
"1427.149,1.21"
"1427.17,1.17"
"1427.189,1.27"
"1427.209,1.15"
"1427.229,1.05"
"1427.249,0.97"
"1427.27,0.82"
"1427.289,0.84"
"1427.309,0.84"
"1427.33,0.71"
"1427.349,0.56"
"1427.37,0.65"
"1427.389,0.53"
"1427.409,0.5"
"1427.429,0.61"
"1427.449,0.67"
"1427.47,0.72"
"1427.489,0.88"
"1427.509,1"
"1427.529,0.96"
"1427.549,0.89"
"1427.569,0.84"
"1427.589,0.82"
"1427.609,0.82"
"1427.629,0.78"
"1427.649,0.72"
"1427.669,0.67"
"1427.689,0.67"
"1427.709,0.53"
"1427.729,0.61"
"1427.749,0.6"
"1427.769,0.64"
"1427.789,0.7"
"1427.809,0.84"
"1427.829,0.92"
"1427.849,0.92"
"1427.869,0.85"
"1427.889,0.85"
"1427.909,0.73"
"1427.929,0.67"
"1427.949,0.72"
"1427.969,0.79"
"1427.989,0.8"
"1428.009,0.81"
"1428.029,0.82"
"1428.049,0.84"
"1428.069,0.84"
"1428.089,0.71"
"1428.109,0.79"
"1428.129,0.71"
"1428.149,0.81"
"1428.169,0.83"
"1428.189,0.84"
"1428.209,0.83"
"1428.229,0.84"
"1428.249,0.71"
"1428.269,0.67"
"1428.289,0.61"
"1428.309,0.54"
"1428.329,0.65"
"1428.349,0.59"
"1428.369,0.53"
"1428.389,0.67"
"1428.409,0.77"
"1428.429,0.8"
"1428.449,0.69"
"1428.469,0.76"
"1428.489,0.83"
"1428.509,0.84"
"1428.529,0.67"
"1428.549,0.55"
"1428.569,0.62"
"1428.589,0.61"
"1428.609,0.49"
"1428.629,0.4"
"1428.649,0.4"
"1428.669,0.44"
"1428.689,0.34"
"1428.709,0.29"
"1428.73,0.42"
"1428.749,0.35"
"1428.77,0.32"
"1428.79,0.31"
"1428.81,0.33"
"1428.83,0.31"
"1428.85,0.18"
"1428.87,0.2"
"1428.89,0.18"
"1428.909,0.16"
"1428.929,0.16"
"1428.949,0.16"
"1428.969,0.23"
"1428.99,0.2"
"1429.01,0.16"
"1429.03,0.13"
"1429.05,0.11"
"1429.07,0.02"
"1429.09,0"
"1429.11,0"
"1429.13,0.04"
"1429.15,0"
"1429.17,0"
"1429.19,0"
"1429.21,0.02"
"1429.23,0.05"
"1429.25,0.1"
"1429.27,0.07"
"1429.29,0.15"
"1429.309,0.24"
"1429.329,0.38"
"1429.349,0.41"
"1429.369,0.5"
"1429.389,0.62"
"1429.409,0.55"
"1429.429,0.55"
"1429.449,0.55"
"1429.469,0.42"
"1429.489,0.79"
"1429.509,0.73"
"1429.529,0.65"
"1429.549,0.79"
"1429.569,0.74"
"1429.589,0.81"
"1429.609,0.87"
"1429.629,1.01"
"1429.649,1.15"
"1429.669,1.21"
"1429.69,1.23"
"1429.71,1.25"
"1429.73,1.34"
"1429.749,1.12"
"1429.769,1.14"
"1429.789,1.07"
"1429.81,1.01"
"1429.83,1.13"
"1429.85,1.03"
"1429.87,1.05"
"1429.89,0.9"
"1429.91,0.96"
"1429.93,0.95"
"1429.95,0.95"
"1429.97,1.01"
"1429.99,0.98"
"1430.01,0.85"
"1430.03,0.84"
"1430.05,0.77"
"1430.07,0.87"
"1430.09,0.93"
"1430.11,1.09"
"1430.13,1.19"
"1430.15,1.15"
"1430.17,1.03"
"1430.19,0.97"
"1430.21,0.76"
"1430.23,0.82"
"1430.25,0.76"
"1430.27,0.87"
"1430.29,1.15"
"1430.31,1.23"
"1430.33,1.18"
"1430.35,1.1"
"1430.37,0.67"
"1430.39,0.6"
"1430.41,0.79"
"1430.43,0.52"
"1430.45,0.39"
"1430.47,0.33"
"1430.49,0.49"
"1430.51,0.64"
"1430.53,0.67"
"1430.55,0.56"
"1430.57,0.66"
"1430.59,0.54"
"1430.61,0.45"
"1430.63,0.5"
"1430.65,0.5"
"1430.67,0.56"
"1430.69,0.64"
"1430.71,0.7"
"1430.73,0.72"
"1430.75,0.72"
"1430.77,0.87"
"1430.79,0.76"
"1430.81,0.53"
"1430.83,0.74"
"1430.85,0.74"
"1430.87,0.71"
"1430.89,0.72"
"1430.91,0.79"
"1430.93,0.9"
"1430.95,1.03"
"1430.97,0.96"
"1430.99,0.98"
"1431.01,0.92"
"1431.03,0.86"
"1431.05,0.78"
"1431.07,0.8"
"1431.09,0.82"
"1431.11,0.85"
"1431.13,0.89"
"1431.15,0.95"
"1431.17,1"
"1431.19,1.03"
"1431.21,1.03"
"1431.23,1.12"
"1431.25,1.15"
"1431.27,1.16"
"1431.29,1.1"
"1431.31,1"
"1431.33,0.96"
"1431.35,0.9"
"1431.37,0.87"
"1431.39,1.01"
"1431.41,0.96"
"1431.43,1"
"1431.45,1.03"
"1431.47,1.03"
"1431.49,1.01"
"1431.51,1.01"
"1431.53,1.05"
"1431.55,1.09"
"1431.57,0.96"
"1431.59,0.87"
"1431.61,0.89"
"1431.63,0.92"
"1431.65,0.85"
"1431.67,0.87"
"1431.69,0.79"
"1431.71,0.81"
"1431.73,0.86"
"1431.75,0.95"
"1431.77,0.94"
"1431.79,0.95"
"1431.81,0.79"
"1431.83,0.68"
"1431.85,0.67"
"1431.87,0.59"
"1431.89,0.47"
"1431.91,0.35"
"1431.93,0.33"
"1431.949,0.28"
"1431.969,0.2"
"1431.989,0.12"
"1432.009,0.15"
"1432.029,0.12"
"1432.049,0.02"
"1432.069,0"
"1432.089,0.06"
"1432.109,0.07"
"1432.129,0.15"
"1432.149,0.16"
"1432.169,0.16"
"1432.189,0.2"
"1432.209,0.32"
"1432.229,0.25"
"1432.249,0.22"
"1432.269,0.16"
"1432.289,0.12"
"1432.309,0.1"
"1432.329,0.03"
"1432.349,0"
"1432.369,0.04"
"1432.389,0.03"
"1432.409,0.04"
"1432.429,0.09"
"1432.449,0.16"
"1432.469,0.06"
"1432.489,0.12"
"1432.509,0.09"
"1432.529,0.08"
"1432.549,0"
"1432.57,0.01"
"1432.589,0.09"
"1432.609,0"
"1432.629,0.1"
"1432.65,0.04"
"1432.67,0.14"
"1432.69,0.12"
"1432.71,0.02"
"1432.73,0"
"1432.75,0.11"
"1432.77,0.16"
"1432.79,0.1"
"1432.81,0.04"
"1432.83,0.06"
"1432.85,0.15"
"1432.87,0.23"
"1432.89,0.18"
"1432.91,0.17"
"1432.93,0.17"
"1432.95,0.27"
"1432.97,0.32"
"1432.99,0.38"
"1433.01,0.48"
"1433.03,0.52"
"1433.05,0.64"
"1433.07,0.65"
"1433.09,0.54"
"1433.11,0.5"
"1433.13,0.49"
"1433.15,0.5"
"1433.17,0.37"
"1433.19,0.38"
"1433.21,0.49"
"1433.23,0.55"
"1433.25,0.62"
"1433.27,0.67"
"1433.29,0.68"
"1433.31,0.84"
"1433.33,0.84"
"1433.35,0.84"
"1433.37,0.85"
"1433.39,0.94"
"1433.41,1.05"
"1433.43,1.23"
"1433.45,1.33"
"1433.47,1.54"
"1433.49,1.69"
"1433.509,1.77"
"1433.53,1.76"
"1433.549,1.82"
"1433.57,1.92"
"1433.59,1.99"
"1433.61,2.11"
"1433.63,2.14"
"1433.65,2.19"
"1433.67,2.26"
"1433.69,2.29"
"1433.71,2.31"
"1433.73,2.18"
"1433.75,2.21"
"1433.77,2.27"
"1433.79,2.14"
"1433.81,2.09"
"1433.829,2.12"
"1433.849,2.15"
"1433.87,2.1"
"1433.89,2.19"
"1433.91,2.12"
"1433.93,2.08"
"1433.95,2.03"
"1433.97,2.13"
"1433.989,2.17"
"1434.009,2.05"
"1434.03,2.02"
"1434.05,1.94"
"1434.07,1.97"
"1434.09,1.92"
"1434.11,1.85"
"1434.13,1.75"
"1434.149,1.74"
"1434.169,1.63"
"1434.19,1.67"
"1434.21,1.72"
"1434.229,1.69"
"1434.249,1.68"
"1434.269,1.74"
"1434.289,1.85"
"1434.309,1.85"
"1434.329,1.85"
"1434.349,1.81"
"1434.369,1.85"
"1434.389,1.77"
"1434.409,1.83"
"1434.429,1.84"
"1434.45,1.9"
"1434.47,1.85"
"1434.49,1.8"
"1434.51,1.82"
"1434.529,1.85"
"1434.549,1.88"
"1434.57,1.84"
"1434.589,1.85"
"1434.609,1.88"
"1434.63,1.87"
"1434.649,1.74"
"1434.669,1.73"
"1434.689,1.83"
"1434.71,1.72"
"1434.73,1.68"
"1434.75,1.7"
"1434.77,1.8"
"1434.789,1.79"
"1434.809,1.77"
"1434.829,1.82"
"1434.849,1.73"
"1434.869,1.81"
"1434.889,1.73"
"1434.909,1.8"
"1434.929,1.76"
"1434.949,1.7"
"1434.969,1.73"
"1434.989,1.72"
"1435.009,1.77"
"1435.029,1.82"
"1435.049,1.74"
"1435.069,1.67"
"1435.089,1.67"
"1435.109,1.65"
"1435.129,1.52"
"1435.149,1.52"
"1435.169,1.47"
"1435.189,1.51"
"1435.209,1.5"
"1435.229,1.54"
"1435.249,1.53"
"1435.269,1.68"
"1435.289,1.77"
"1435.309,1.91"
"1435.329,1.89"
"1435.349,1.72"
"1435.369,1.76"
"1435.389,1.64"
"1435.409,1.56"
"1435.429,1.64"
"1435.449,1.55"
"1435.469,1.56"
"1435.489,1.5"
"1435.509,1.38"
"1435.529,1.3"
"1435.549,1.38"
"1435.569,1.24"
"1435.589,1.31"
"1435.609,1.32"
"1435.629,1.34"
"1435.649,1.34"
"1435.669,1.45"
"1435.689,1.5"
"1435.709,1.48"
"1435.729,1.58"
"1435.749,1.64"
"1435.769,1.54"
"1435.789,1.53"
"1435.809,1.51"
"1435.829,1.51"
"1435.849,1.55"
"1435.869,1.52"
"1435.889,1.5"
"1435.909,1.5"
"1435.929,1.51"
"1435.949,1.41"
"1435.969,1.36"
"1435.989,1.46"
"1436.009,1.36"
"1436.029,1.26"
"1436.049,1.17"
"1436.069,1.21"
"1436.089,1.29"
"1436.109,1.15"
"1436.129,1.17"
"1436.149,1.28"
"1436.169,1.22"
"1436.189,1.17"
"1436.209,1.17"
"1436.229,1.08"
"1436.249,1.15"
"1436.269,1.17"
"1436.289,1.18"
"1436.309,1.2"
"1436.329,1.22"
"1436.349,1.22"
"1436.369,1.19"
"1436.389,1.15"
"1436.409,1.04"
"1436.429,1.12"
"1436.449,1.03"
"1436.469,1.11"
"1436.489,1.06"
"1436.51,1.11"
"1436.53,1.17"
"1436.55,1.13"
"1436.57,1.09"
"1436.59,1.16"
"1436.61,1.17"
"1436.63,1.17"
"1436.65,1.22"
"1436.67,1.33"
"1436.69,1.24"
"1436.71,1.28"
"1436.73,1.34"
"1436.75,1.3"
"1436.77,1.37"
"1436.79,1.41"
"1436.81,1.44"
"1436.83,1.41"
"1436.85,1.45"
"1436.87,1.51"
"1436.89,1.51"
"1436.91,1.51"
"1436.93,1.54"
"1436.95,1.52"
"1436.97,1.51"
"1436.99,1.39"
"1437.01,1.34"
"1437.03,1.42"
"1437.05,1.51"
"1437.07,1.51"
"1437.09,1.54"
"1437.11,1.54"
"1437.13,1.51"
"1437.149,1.51"
"1437.169,1.62"
"1437.189,1.64"
"1437.209,1.67"
"1437.229,1.68"
"1437.249,1.68"
"1437.269,1.68"
"1437.289,1.68"
"1437.309,1.74"
"1437.329,1.78"
"1437.349,1.84"
"1437.369,1.85"
"1437.389,1.85"
"1437.409,1.85"
"1437.429,1.89"
"1437.449,1.92"
"1437.469,1.94"
"1437.489,1.89"
"1437.509,1.87"
"1437.529,1.94"
"1437.549,2.01"
"1437.569,1.9"
"1437.589,1.89"
"1437.609,1.78"
"1437.629,1.76"
"1437.649,1.74"
"1437.669,1.68"
"1437.689,1.7"
"1437.709,1.78"
"1437.729,1.78"
"1437.749,1.77"
"1437.769,1.73"
"1437.789,1.69"
"1437.809,1.76"
"1437.829,1.84"
"1437.849,1.95"
"1437.869,2.02"
"1437.889,1.83"
"1437.909,1.83"
"1437.929,1.85"
"1437.949,1.75"
"1437.969,1.78"
"1437.989,1.72"
"1438.009,1.54"
"1438.029,1.56"
"1438.049,1.49"
"1438.069,1.37"
"1438.089,1.34"
"1438.109,1.27"
"1438.129,1.18"
"1438.149,1.05"
"1438.169,0.83"
"1438.189,0.84"
"1438.209,0.84"
"1438.229,0.87"
"1438.249,0.83"
"1438.269,0.67"
"1438.289,0.67"
"1438.309,0.68"
"1438.329,0.67"
"1438.349,0.7"
"1438.369,0.77"
"1438.389,0.88"
"1438.409,0.88"
"1438.429,0.99"
"1438.449,1.13"
"1438.469,1.17"
"1438.489,1.17"
"1438.509,1.17"
"1438.529,1.06"
"1438.549,0.93"
"1438.569,0.84"
"1438.589,0.75"
"1438.609,0.58"
"1438.629,0.17"
"1438.649,0.12"
"1438.669,0.2"
"1438.689,0.51"
"1438.709,0.3"
"1438.729,0.24"
"1438.749,0.11"
"1438.769,0.07"
"1438.789,0.15"
"1438.809,0"
"1438.829,0.17"
"1438.849,0.08"
"1438.869,0.25"
"1438.889,0.38"
"1438.909,0.38"
"1438.929,0.44"
"1438.949,0.5"
"1438.969,0.49"
"1438.989,0.35"
"1439.009,0.34"
"1439.029,0.42"
"1439.049,0.28"
"1439.069,0.17"
"1439.089,0.17"
"1439.109,0.16"
"1439.129,0.06"
"1439.149,0.14"
"1439.169,0.17"
"1439.189,0.15"
"1439.209,0.16"
"1439.229,0.07"
"1439.249,0.14"
"1439.269,0.21"
"1439.289,0.26"
"1439.309,0.26"
"1439.329,0.28"
"1439.349,0.22"
"1439.369,0.22"
"1439.389,0.18"
"1439.409,0.16"
"1439.429,0.16"
"1439.449,0.25"
"1439.469,0.26"
"1439.489,0.24"
"1439.509,0.22"
"1439.529,0.16"
"1439.549,0.29"
"1439.569,0.31"
"1439.589,0.33"
"1439.609,0.35"
"1439.629,0.47"
"1439.649,0.63"
"1439.669,0.6"
"1439.689,0.67"
"1439.709,0.71"
"1439.729,0.68"
"1439.749,0.67"
"1439.769,0.67"
"1439.789,0.64"
"1439.809,0.51"
"1439.829,0.5"
"1439.849,0.5"
"1439.869,0.6"
"1439.889,0.63"
"1439.909,0.65"
"1439.929,0.67"
"1439.949,0.67"
"1439.969,0.73"
"1439.989,0.74"
"1440.009,0.83"
"1440.029,0.8"
"1440.049,0.8"
"1440.069,0.84"
"1440.089,0.84"
"1440.109,0.82"
"1440.129,0.84"
"1440.149,0.74"
"1440.169,0.67"
"1440.189,0.67"
"1440.209,0.67"
"1440.229,0.71"
"1440.249,0.7"
"1440.269,0.82"
"1440.289,0.96"
"1440.309,0.99"
"1440.329,1"
"1440.349,1.08"
"1440.369,1.05"
"1440.389,1.04"
"1440.409,1.01"
"1440.429,1.01"
"1440.449,1.01"
"1440.469,0.99"
"1440.489,0.92"
"1440.509,0.93"
"1440.529,0.85"
"1440.549,0.79"
"1440.569,0.72"
"1440.589,0.68"
"1440.609,0.61"
"1440.629,0.51"
"1440.649,0.61"
"1440.669,0.66"
"1440.689,0.72"
"1440.709,0.71"
"1440.729,0.67"
"1440.749,0.67"
"1440.769,0.71"
"1440.789,0.71"
"1440.809,0.71"
"1440.829,0.82"
"1440.849,0.84"
"1440.869,0.84"
"1440.89,0.94"
"1440.909,0.98"
"1440.929,0.91"
"1440.949,0.84"
"1440.969,0.69"
"1440.989,0.54"
"1441.009,0.4"
"1441.029,0.42"
"1441.049,0.34"
"1441.069,0.4"
"1441.089,0.34"
"1441.109,0.22"
"1441.129,0.23"
"1441.149,0.32"
"1441.169,0.24"
"1441.189,0.27"
"1441.209,0.42"
"1441.229,0.37"
"1441.249,0.41"
"1441.269,0.41"
"1441.289,0.42"
"1441.309,0.5"
"1441.329,0.47"
"1441.349,0.36"
"1441.369,0.4"
"1441.389,0.34"
"1441.409,0.42"
"1441.429,0.36"
"1441.449,0.35"
"1441.469,0.34"
"1441.489,0.33"
"1441.509,0.29"
"1441.529,0.33"
"1441.549,0.28"
"1441.569,0.17"
"1441.589,0.16"
"1441.609,0.23"
"1441.629,0.08"
"1441.649,0.14"
"1441.669,0.15"
"1441.689,0.1"
"1441.709,0.14"
"1441.729,0.1"
"1441.749,0.23"
"1441.769,0.36"
"1441.789,0.33"
"1441.809,0.37"
"1441.829,0.46"
"1441.849,0.34"
"1441.869,0.43"
"1441.889,0.47"
"1441.909,0.3"
"1441.929,0.24"
"1441.949,0.17"
"1441.969,0.04"
"1441.989,0"
"1442.009,0"
"1442.029,0"
"1442.049,0.03"
"1442.069,0"
"1442.089,0"
"1442.109,0"
"1442.129,0.02"
"1442.149,0"
"1442.169,0.09"
"1442.189,0.16"
"1442.209,0.16"
"1442.229,0.24"
"1442.249,0.34"
"1442.269,0.46"
"1442.289,0.38"
"1442.309,0.48"
"1442.329,0.49"
"1442.349,0.35"
"1442.369,0.38"
"1442.389,0.27"
"1442.409,0.21"
"1442.429,0.18"
"1442.449,0.16"
"1442.469,0.02"
"1442.489,0.02"
"1442.509,0.15"
"1442.529,0.19"
"1442.549,0.18"
"1442.569,0.15"
"1442.589,0.1"
"1442.609,0.02"
"1442.629,0"
"1442.649,0"
"1442.669,0.11"
"1442.689,0.13"
"1442.709,0.08"
"1442.729,0.02"
"1442.749,0.09"
"1442.769,0.31"
"1442.789,0.35"
"1442.809,0.24"
"1442.829,0.27"
"1442.849,0.2"
"1442.869,0.02"
"1442.889,0.08"
"1442.909,0.08"
"1442.929,0.15"
"1442.949,0.05"
"1442.969,0.12"
"1442.989,0.12"
"1443.009,0.09"
"1443.029,0.13"
"1443.049,0.22"
"1443.069,0.25"
"1443.089,0.3"
"1443.109,0.32"
"1443.129,0.33"
"1443.149,0.32"
"1443.169,0.37"
